Date : 2023-12-12 13:15:54
Directory : /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/src
Total : 199 files,  -27212 codes, -9800 comments, -6859 blanks, all -43871 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| Makefile           |          1 |         -2 |          0 |         -1 |         -3 |
| Python             |          1 |         -2 |          0 |         -2 |         -4 |
| CSS                |          1 |         -3 |         -7 |         -2 |        -12 |
| Ini                |          1 |         -4 |         -9 |         -2 |        -15 |
| JSON with Comments |          1 |         -7 |          0 |          0 |         -7 |
| Properties         |          1 |        -10 |          0 |         -1 |        -11 |
| HTML               |          2 |        -55 |        -37 |         -4 |        -96 |
| JSON               |          2 |        -75 |         -5 |         -1 |        -81 |
| YAML               |          2 |        -75 |          0 |        -13 |        -88 |
| XML                |          1 |       -221 |         -8 |         -7 |       -236 |
| Markdown           |          5 |       -647 |          0 |       -189 |       -836 |
| C                  |          3 |     -3,236 |       -626 |       -463 |     -4,325 |
| C++                |        178 |    -22,875 |     -9,108 |     -6,174 |    -38,157 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                                 | files      | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                                    |        199 |    -27,212 |     -9,800 |     -6,859 |    -43,871 |
| ..                                                                                                                                                   |        199 |    -27,212 |     -9,800 |     -6,859 |    -43,871 |
| .. (Files)                                                                                                                                           |          1 |         -4 |         -9 |         -2 |        -15 |
| ../include                                                                                                                                           |          4 |        -61 |         -5 |        -25 |        -91 |
| ../lib                                                                                                                                               |        194 |    -27,147 |     -9,786 |     -6,832 |    -43,765 |
| ../lib/FT800-FT813-5.x                                                                                                                               |         14 |     -5,991 |     -1,510 |     -1,047 |     -8,548 |
| ../lib/FT800-FT813-5.x (Files)                                                                                                                       |         13 |     -5,916 |     -1,465 |     -1,022 |     -8,403 |
| ../lib/FT800-FT813-5.x/EVE_target                                                                                                                    |          1 |        -75 |        -45 |        -25 |       -145 |
| ../lib/FastLED-master                                                                                                                                |        180 |    -21,156 |     -8,276 |     -5,785 |    -35,217 |
| ../lib/FastLED-master (Files)                                                                                                                        |          8 |       -530 |         -5 |       -143 |       -678 |
| ../lib/FastLED-master/.github                                                                                                                        |          2 |        -75 |          0 |        -13 |        -88 |
| ../lib/FastLED-master/.github/workflows                                                                                                              |          2 |        -75 |          0 |        -13 |        -88 |
| ../lib/FastLED-master/ci                                                                                                                             |          1 |         -2 |          0 |         -2 |         -4 |
| ../lib/FastLED-master/docs                                                                                                                           |          4 |       -279 |        -52 |        -13 |       -344 |
| ../lib/FastLED-master/docs (Files)                                                                                                                   |          1 |       -221 |         -8 |         -7 |       -236 |
| ../lib/FastLED-master/docs/include                                                                                                                   |          3 |        -58 |        -44 |         -6 |       -108 |
| ../lib/FastLED-master/examples                                                                                                                       |         28 |     -1,564 |     -1,174 |       -554 |     -3,292 |
| ../lib/FastLED-master/examples/AnalogOutput                                                                                                          |          1 |        -30 |        -26 |        -14 |        -70 |
| ../lib/FastLED-master/examples/Apa102HD                                                                                                              |          1 |        -36 |        -42 |        -10 |        -88 |
| ../lib/FastLED-master/examples/Blink                                                                                                                 |          1 |        -16 |        -51 |         -7 |        -74 |
| ../lib/FastLED-master/examples/ColorPalette                                                                                                          |          1 |        -99 |        -59 |        -35 |       -193 |
| ../lib/FastLED-master/examples/ColorTemperature                                                                                                      |          1 |        -34 |        -41 |        -15 |        -90 |
| ../lib/FastLED-master/examples/Cylon                                                                                                                 |          1 |        -29 |        -20 |         -9 |        -58 |
| ../lib/FastLED-master/examples/DemoReel100                                                                                                           |          1 |        -75 |        -27 |        -26 |       -128 |
| ../lib/FastLED-master/examples/Fire2012                                                                                                              |          1 |        -46 |        -44 |        -20 |       -110 |
| ../lib/FastLED-master/examples/Fire2012WithPalette                                                                                                   |          1 |        -50 |        -90 |        -29 |       -169 |
| ../lib/FastLED-master/examples/FirstLight                                                                                                            |          1 |        -17 |        -68 |        -12 |        -97 |
| ../lib/FastLED-master/examples/Multiple                                                                                                              |          6 |       -144 |        -84 |        -62 |       -290 |
| ../lib/FastLED-master/examples/Multiple/ArrayOfLedArrays                                                                                             |          1 |        -19 |        -14 |         -9 |        -42 |
| ../lib/FastLED-master/examples/Multiple/MirroringSample                                                                                              |          1 |        -23 |        -16 |        -10 |        -49 |
| ../lib/FastLED-master/examples/Multiple/MultiArrays                                                                                                  |          1 |        -32 |        -15 |        -10 |        -57 |
| ../lib/FastLED-master/examples/Multiple/MultipleStripsInOneArray                                                                                     |          1 |        -18 |        -11 |        -10 |        -39 |
| ../lib/FastLED-master/examples/Multiple/OctoWS2811Demo                                                                                               |          1 |        -26 |         -6 |        -10 |        -42 |
| ../lib/FastLED-master/examples/Multiple/ParallelOutputDemo                                                                                           |          1 |        -26 |        -22 |        -13 |        -61 |
| ../lib/FastLED-master/examples/Noise                                                                                                                 |          1 |        -58 |        -37 |        -24 |       -119 |
| ../lib/FastLED-master/examples/NoisePlayground                                                                                                       |          1 |        -40 |        -18 |        -22 |        -80 |
| ../lib/FastLED-master/examples/NoisePlusPalette                                                                                                      |          1 |       -142 |        -87 |        -52 |       -281 |
| ../lib/FastLED-master/examples/Pacifica                                                                                                              |          1 |        -94 |        -44 |        -19 |       -157 |
| ../lib/FastLED-master/examples/Pintest                                                                                                               |          1 |       -167 |         -7 |        -29 |       -203 |
| ../lib/FastLED-master/examples/Ports                                                                                                                 |          1 |        -69 |        -48 |        -24 |       -141 |
| ../lib/FastLED-master/examples/Ports/PJRCSpectrumAnalyzer                                                                                            |          1 |        -69 |        -48 |        -24 |       -141 |
| ../lib/FastLED-master/examples/Pride2015                                                                                                             |          1 |        -53 |        -11 |        -23 |        -87 |
| ../lib/FastLED-master/examples/RGBCalibrate                                                                                                          |          1 |        -19 |        -67 |        -14 |       -100 |
| ../lib/FastLED-master/examples/RGBSetDemo                                                                                                            |          1 |        -13 |         -6 |         -8 |        -27 |
| ../lib/FastLED-master/examples/SmartMatrix                                                                                                           |          1 |        -69 |        -38 |        -24 |       -131 |
| ../lib/FastLED-master/examples/TwinkleFox                                                                                                            |          1 |       -189 |       -144 |        -51 |       -384 |
| ../lib/FastLED-master/examples/XYMatrix                                                                                                              |          1 |        -75 |       -115 |        -25 |       -215 |
| ../lib/FastLED-master/src                                                                                                                            |        137 |    -18,706 |     -7,045 |     -5,060 |    -30,811 |
| ../lib/FastLED-master/src (Files)                                                                                                                    |         39 |     -7,876 |     -4,207 |     -2,213 |    -14,296 |
| ../lib/FastLED-master/src/lib8tion                                                                                                                   |          4 |     -1,060 |       -609 |       -209 |     -1,878 |
| ../lib/FastLED-master/src/platforms                                                                                                                  |         94 |     -9,770 |     -2,229 |     -2,638 |    -14,637 |
| ../lib/FastLED-master/src/platforms (Files)                                                                                                          |          1 |        -63 |        -17 |        -24 |       -104 |
| ../lib/FastLED-master/src/platforms/apollo3                                                                                                          |          5 |       -316 |        -88 |       -119 |       -523 |
| ../lib/FastLED-master/src/platforms/arm                                                                                                              |         69 |     -6,424 |     -1,083 |     -1,642 |     -9,149 |
| ../lib/FastLED-master/src/platforms/arm/common                                                                                                       |          1 |       -303 |        -50 |        -37 |       -390 |
| ../lib/FastLED-master/src/platforms/arm/d21                                                                                                          |          4 |       -257 |        -16 |        -98 |       -371 |
| ../lib/FastLED-master/src/platforms/arm/d51                                                                                                          |          4 |       -263 |        -51 |        -88 |       -402 |
| ../lib/FastLED-master/src/platforms/arm/k20                                                                                                          |          9 |       -906 |       -114 |       -257 |     -1,277 |
| ../lib/FastLED-master/src/platforms/arm/k66                                                                                                          |          6 |       -802 |       -116 |       -217 |     -1,135 |
| ../lib/FastLED-master/src/platforms/arm/kl26                                                                                                         |          5 |       -342 |        -36 |        -89 |       -467 |
| ../lib/FastLED-master/src/platforms/arm/mxrt1062                                                                                                     |          7 |       -503 |        -56 |       -143 |       -702 |
| ../lib/FastLED-master/src/platforms/arm/nrf51                                                                                                        |          5 |       -296 |        -30 |        -86 |       -412 |
| ../lib/FastLED-master/src/platforms/arm/nrf52                                                                                                        |          7 |     -1,264 |       -391 |       -170 |     -1,825 |
| ../lib/FastLED-master/src/platforms/arm/renesas                                                                                                      |          4 |       -188 |        -21 |        -64 |       -273 |
| ../lib/FastLED-master/src/platforms/arm/rp2040                                                                                                       |          6 |       -424 |       -103 |       -132 |       -659 |
| ../lib/FastLED-master/src/platforms/arm/sam                                                                                                          |          6 |       -451 |        -63 |       -146 |       -660 |
| ../lib/FastLED-master/src/platforms/arm/stm32                                                                                                        |          5 |       -425 |        -36 |       -115 |       -576 |
| ../lib/FastLED-master/src/platforms/avr                                                                                                              |          5 |     -1,313 |       -220 |       -353 |     -1,886 |
| ../lib/FastLED-master/src/platforms/esp                                                                                                              |         14 |     -1,654 |       -821 |       -500 |     -2,975 |
| ../lib/FastLED-master/src/platforms/esp/32                                                                                                           |          8 |     -1,252 |       -732 |       -373 |     -2,357 |
| ../lib/FastLED-master/src/platforms/esp/8266                                                                                                         |          6 |       -402 |        -89 |       -127 |       -618 |
+------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                             | language           | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/include/gameDataContext.h                                                                  | C++                |        -12 |          0 |         -5 |        -17 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/include/gameDataInput.h                                                                    | C++                |        -10 |          0 |         -5 |        -15 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/include/graphics.h                                                                         | C++                |        -19 |         -2 |         -6 |        -27 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/include/rev_lights.h                                                                       | C++                |        -20 |         -3 |         -9 |        -32 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE.h                                                                  | C++                |       -608 |       -103 |        -61 |       -772 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_commands.c                                                         | C                  |     -2,683 |       -487 |       -330 |     -3,500 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_commands.h                                                         | C++                |       -197 |       -104 |        -36 |       -337 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_config.h                                                           | C++                |     -1,091 |       -237 |       -156 |     -1,484 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_cpp_target.cpp                                                     | C++                |       -394 |       -101 |       -118 |       -613 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_cpp_wrapper.cpp                                                    | C++                |        -41 |        -44 |        -11 |        -96 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_cpp_wrapper.h                                                      | C++                |        -14 |        -37 |         -8 |        -59 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_supplemental.c                                                     | C                  |        -26 |        -42 |         -8 |        -76 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_suppplemental.h                                                    | C++                |        -11 |        -36 |         -6 |        -53 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_target.c                                                           | C                  |       -527 |        -97 |       -125 |       -749 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_target.h                                                           | C++                |       -113 |       -177 |       -114 |       -404 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/EVE_target/EVE_target_Arduino_Teensy4.h                                | C++                |        -75 |        -45 |        -25 |       -145 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/README.md                                                              | Markdown           |       -189 |          0 |        -48 |       -237 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FT800-FT813-5.x/library.json                                                           | JSON               |        -22 |          0 |         -1 |        -23 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/.github/workflows/build.yml                                             | YAML               |        -24 |          0 |         -6 |        -30 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/.github/workflows/docs.yml                                              | YAML               |        -51 |          0 |         -7 |        -58 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/PORTING.md                                                              | Markdown           |        -38 |          0 |        -19 |        -57 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/README.md                                                               | Markdown           |        -68 |          0 |        -26 |        -94 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/ci/ci-flags.py                                                          | Python             |         -2 |          0 |         -2 |         -4 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/code_of_conduct.md                                                      | Markdown           |        -97 |          0 |        -38 |       -135 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/component.mk                                                            | Makefile           |         -2 |          0 |         -1 |         -3 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/docs/DoxygenLayout.xml                                                  | XML                |       -221 |         -8 |         -7 |       -236 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/docs/include/fastled-docs.css                                           | CSS                |         -3 |         -7 |         -2 |        -12 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/docs/include/footer.html                                                | HTML               |        -11 |         -7 |         -1 |        -19 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/docs/include/header.html                                                | HTML               |        -44 |        -30 |         -3 |        -77 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/AnalogOutput/AnalogOutput.ino                                  | C++                |        -30 |        -26 |        -14 |        -70 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Apa102HD/Apa102HD.ino                                          | C++                |        -36 |        -42 |        -10 |        -88 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Blink/Blink.ino                                                | C++                |        -16 |        -51 |         -7 |        -74 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/ColorPalette/ColorPalette.ino                                  | C++                |        -99 |        -59 |        -35 |       -193 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/ColorTemperature/ColorTemperature.ino                          | C++                |        -34 |        -41 |        -15 |        -90 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Cylon/Cylon.ino                                                | C++                |        -29 |        -20 |         -9 |        -58 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/DemoReel100/DemoReel100.ino                                    | C++                |        -75 |        -27 |        -26 |       -128 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Fire2012/Fire2012.ino                                          | C++                |        -46 |        -44 |        -20 |       -110 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Fire2012WithPalette/Fire2012WithPalette.ino                    | C++                |        -50 |        -90 |        -29 |       -169 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/FirstLight/FirstLight.ino                                      | C++                |        -17 |        -68 |        -12 |        -97 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Multiple/ArrayOfLedArrays/ArrayOfLedArrays.ino                 | C++                |        -19 |        -14 |         -9 |        -42 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Multiple/MirroringSample/MirroringSample.ino                   | C++                |        -23 |        -16 |        -10 |        -49 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Multiple/MultiArrays/MultiArrays.ino                           | C++                |        -32 |        -15 |        -10 |        -57 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Multiple/MultipleStripsInOneArray/MultipleStripsInOneArray.ino | C++                |        -18 |        -11 |        -10 |        -39 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Multiple/OctoWS2811Demo/OctoWS2811Demo.ino                     | C++                |        -26 |         -6 |        -10 |        -42 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Multiple/ParallelOutputDemo/ParallelOutputDemo.ino             | C++                |        -26 |        -22 |        -13 |        -61 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Noise/Noise.ino                                                | C++                |        -58 |        -37 |        -24 |       -119 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/NoisePlayground/NoisePlayground.ino                            | C++                |        -40 |        -18 |        -22 |        -80 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/NoisePlusPalette/NoisePlusPalette.ino                          | C++                |       -142 |        -87 |        -52 |       -281 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Pacifica/Pacifica.ino                                          | C++                |        -94 |        -44 |        -19 |       -157 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Pintest/Pintest.ino                                            | C++                |       -167 |         -7 |        -29 |       -203 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Ports/PJRCSpectrumAnalyzer/PJRCSpectrumAnalyzer.ino            | C++                |        -69 |        -48 |        -24 |       -141 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/Pride2015/Pride2015.ino                                        | C++                |        -53 |        -11 |        -23 |        -87 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/RGBCalibrate/RGBCalibrate.ino                                  | C++                |        -19 |        -67 |        -14 |       -100 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/RGBSetDemo/RGBSetDemo.ino                                      | C++                |        -13 |         -6 |         -8 |        -27 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/SmartMatrix/SmartMatrix.ino                                    | C++                |        -69 |        -38 |        -24 |       -131 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/TwinkleFox/TwinkleFox.ino                                      | C++                |       -189 |       -144 |        -51 |       -384 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/examples/XYMatrix/XYMatrix.ino                                          | C++                |        -75 |       -115 |        -25 |       -215 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/library.json                                                            | JSON               |        -53 |         -5 |          0 |        -58 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/library.properties                                                      | Properties         |        -10 |          0 |         -1 |        -11 |
| /Users/gauthierbaron/Documents/PlatformIO/Projects/PCU_8D/lib/FastLED-master/release_notes.md                                                        | Markdown           |       -255 |          0 |        -58 |       -313 |
